snp-dists 0.7.0	CFKY01000001	CFNU01000001	CFVJ01000001	CGAL01000001	CGBO01000001	CGGD01000001	CGGJ01000001	CHCV01000001	CHDA01000001	CHJT01000001	CHJU01000001	CHYT01000001	CIDJ01000001	CIEZ01000001	CIFD01000001	CIJB01000001	CIJN01000001	CLIP01000001	CLKE01000001	CLMO01000001	CLMW01000001	CLND01000001	CLNJ01000001	CLNS01000001	CLNV01000001	CLOB01000001	CLOP01000001	CLQG01000001	CLQL01000001	CLRB01000001	CLSJ01000001	CLSM01000001	CLSR01000001	CLTR01000001	CLWS01000001	CLWZ01000001	CLXB01000001	CLXZ01000001	CLYE01000001	CLZG01000001	CLZW01000001	CMBG01000001	CMDD01000001	CMDL01000001	CMEW01000001	CMFA01000001	CNUJ02000001	CNUS02000001	CNVV02000001	CNVW02000001	CNVX02000001	CNVY02000001	CNXN02000001	CNXO02000001	CNXP02000001	CNXQ02000001	CNXR02000001	CNXS02000001	CNXT02000001	CNXU02000001	CNXV02000001	CNXW02000001	CNXX02000001	CNXY02000001	CNXZ02000001	CNYA02000001	CNYB02000001	CNYC02000001	CNYD02000001	COFK02000001	COFL02000001	COFM02000001	COFN02000001	COFO02000001	COFP02000001	COFQ02000001	CP035234	CP035235	CP035236	CP035237	CP035238	CP035239	CP035241	CP035242	CP035243	CP035244	CP035245	CP035246	CP035247	CP035248	CP035249	CP035250	CP035251	CP035252	CP035253	CP035254	CP035255	CP035256	CP035257	CP035258	CP035259	CP035260	CP035261	CP035262	CP035263	CP035264	CP035265	CP038251	CP038252	CP038253	CPLB01000001	CPNC01000001	CPNH01000001	CPNZ01000001	CPOL01000001	CPPA01000001	CPPE01000001	CPPK01000001	CPPS01000001	CPPY01000001	CPRA01000001	CPRF01000001	CPRJ01000001	CPRK01000001	CPRQ01000001	CPRX01000001	CPSC01000001	CPTA01000001	CPTM01000001	CPTT01000001	CPUH01000001	CPUO01000001	FITU01000001	FITV01000001	FITW01000001	FITZ01000001	FIUA01000001	FIUB01000001	FIUC01000001	FIUG01000001	FIUH01000001	FIUJ01000001	FIUK01000001	FIUL01000001	FIUN01000001	FIUQ01000001	FIUX01000001	FIVA01000001	FIVF01000001	FIVI01000001	FIVK01000001	FIVN01000001	FIWG01000001	FYON01000036	FYOS01000037	FYOV01000058	FYOX01000034	FYPD01000047	FYPF01000045	FYPI01000069	FYPJ01000054	FYPM01000037	FYPN01000071	FYPO01000064	FYPP01000050	FYPS01000035	FYPT01000038	FYPV01000110	FYPW01000051	FYPX01000039	FYPY01000040	FYPZ01000032	FYQC01000020	FYQF01000074	FYQH01000054	FYQI01000029	FYQP01000041	FYQX01000050	FYRC01000036	FYRD01000056	FYRG01000010	FYRQ01000047	FYRT01000027	NC_003028	NC_003098	NC_008533	NC_010380	NC_010582	NC_011072	NC_011900	NC_012466	NC_012467	NC_012468	NC_012469	NC_014251	NC_014494	NC_014498	NC_017591	NC_017592	NC_017593	NC_017769	NC_018594	NC_018630	NZ_CP018838	NZ_CP026670	NZ_CP027540	Reference	TVO_1901942	TVO_1901949
CP035263	14455	14473	14360	14944	15289	15739	13811	14807	14368	15707	14422	15783	12880	14534	14187	13256	15555	15196	14809	18563	14882	13547	14854	14692	13397	16284	14775	15167	15646	14159	16710	14178	16117	15835	14827	15946	17528	15561	15774	15216	15343	17003	14986	17038	14886	19782	15456	16043	15025	15469	15921	14467	14199	15038	15509	14702	15902	17367	14240	15109	16024	15098	15940	15507	14324	16418	15227	15273	15814	14406	14637	6000	14780	15167	15373	14345	14451	14407	11210	16775	14211	14466	14843	14561	14949	14846	15544	15877	15883	15938	15148	14443	14537	14699	14358	14373	15773	15672	14957	14409	14403	14914	15464	5312	0	14479	14636	14737	14947	14588	15821	14246	16410	14289	15822	14876	15123	14695	15685	14434	14703	14670	16173	15554	15314	15593	2223	14497	13124	15380	14596	13752	15425	15420	15204	15544	15412	15535	15545	15417	15422	15398	15558	15403	15095	15463	15381	15566	15411	15577	15446	15258	14530	14713	14448	14575	15345	14144	14126	14601	15464	15674	15092	14361	15396	14503	14502	14728	15790	15814	14721	14235	14993	14313	15496	15385	14124	15076	15402	14520	15462	15228	14421	14482	14246	14201	19085	6370	15465	16326	15908	15617	14518	16769	15994	15363	15940	15271	15487	1071	17626	16681	15355	19299	16326	14199	14484	15477	14850
CP035264	13742	13946	13185	13919	14325	15100	13927	14749	13174	15033	13624	13747	14815	14663	5909	14473	13942	14680	14097	18875	14359	14998	15167	16584	15040	15684	14508	14904	14817	15996	15319	16008	15085	14774	14091	14762	17215	14550	14817	14215	14399	15666	15080	15680	14187	19428	14771	14814	13483	14578	14931	14280	14320	13656	14593	13941	14911	16538	14001	13660	15840	13604	14827	14244	14262	15689	14483	14514	14838	14310	8200	14398	14705	13673	15333	13646	13713	13680	14462	15969	13590	15075	14299	14389	14575	14155	14625	15167	15191	15342	14643	15062	13590	13675	14166	14128	14871	14850	14812	13852	13867	14391	14749	14824	14479	0	235	13983	15080	14853	14081	13091	15691	13487	13759	13989	14557	14169	15777	13633	14074	13882	16850	13342	14962	13789	14449	13807	14201	14522	14125	14674	14831	14831	14978	14905	14831	14999	14994	14844	14791	14810	15022	14775	14814	14863	14805	15001	14796	14823	14812	14976	14187	13903	14633	14428	14562	14770	14741	14785	14652	14807	14343	14308	13830	7162	14383	13830	14979	13742	13518	14633	8712	14261	14692	14429	14747	13892	13835	13677	14475	9043	14621	15089	13597	13571	18456	16348	14705	15773	14623	14724	14765	15938	15818	14612	15097	14797	14606	15191	16868	15585	14459	19336	15773	13563	15089	14591	14315
CP035265	13785	14022	13130	13924	14385	15124	14010	14790	13214	15058	13647	13786	14957	14706	5783	14418	13860	14753	14185	18848	14419	15057	15161	16583	15101	15629	14549	14943	14882	15988	15229	15993	14982	14838	14186	14622	17238	14613	14909	14227	14484	15584	15032	15603	14274	19415	14674	14833	13508	14526	15016	14197	14261	13592	14616	13984	14993	16415	13905	13674	15721	13625	14837	14302	14177	15689	14503	14534	14917	14232	8121	14554	14754	13690	15392	13635	13710	13674	14613	15841	13483	15180	14329	14316	14503	14191	14578	15214	15236	15387	14624	15165	13611	13700	14065	14027	14774	14764	14863	13833	13850	14299	14770	14979	14636	235	0	14020	15137	14901	13973	13026	15583	13512	13799	14006	14656	14185	15713	13707	14106	13903	16921	13372	14982	13714	14611	13792	14174	14587	14026	14626	14885	14892	15040	14974	14890	15057	15060	14903	14855	14869	15088	14837	14879	14926	14875	15067	14860	14883	14874	15037	14154	13943	14546	14567	14576	14809	14772	14693	14599	14719	14380	14335	13855	7016	14436	13820	15035	13778	13541	14565	8640	14285	14716	14425	14779	13848	13856	13699	14470	8964	14536	15194	13486	13462	18352	16488	14751	15715	14527	14779	14797	15812	15695	14630	15051	14774	14558	15355	16744	15685	14507	19364	15715	13453	15194	14543	14332
CP038251	14039	14365	14009	14632	14791	14628	14574	14227	13750	14576	13874	14525	15752	14910	13860	15288	14745	14497	13902	18965	15144	15217	15335	17558	15211	16233	15200	15167	15314	16416	15349	16435	15922	14877	13918	15164	17450	15227	15133	13958	14642	15684	14604	15712	14579	19830	15386	15423	14181	14476	14495	14428	13944	14474	14669	60	14475	16869	13661	14358	16057	14405	15144	14639	14322	15812	14165	14194	14434	14417	14811	14670	14964	14394	15062	2388	2342	2357	15719	16248	14144	14984	14003	14183	14374	986	14506	14933	14961	14550	14452	14939	14364	14361	13764	13764	15360	15300	15107	14244	14248	13823	14937	15139	14737	13983	14020	0	14560	15166	15043	13916	15562	13967	14585	14560	13932	14620	16069	14069	14143	14358	16132	14147	15179	14584	14853	14360	15277	13764	14191	15495	15560	15580	15380	15601	15581	15696	15687	15593	15557	15547	15710	15515	15707	15598	15561	15738	15543	15561	15580	15378	13948	604	14260	14355	14005	14724	14726	14394	14471	15286	890	13572	14451	14559	14416	14232	14886	14566	14087	14070	14791	13549	14192	15077	14688	14514	13741	14377	15118	15058	14245	15001	14148	14128	18746	16402	14563	16278	15241	15621	14597	16225	16024	14236	15871	14276	14493	15435	17105	15913	15209	19776	16278	14099	15001	14497	14003
CP038252	14193	14907	14480	14059	15940	16056	15595	15118	14198	15983	14133	15094	16566	14774	14801	15942	15082	14821	15008	19671	15319	15953	16186	18064	15941	16194	15403	16324	16321	17154	16519	17197	16703	16371	15026	15752	18133	15387	15495	15249	15399	16948	15046	16966	15349	20390	14826	15338	14158	15504	16163	15002	14138	14557	15352	14555	16155	17779	15118	14279	16913	14474	16486	15530	14956	16300	14629	14743	16106	15070	15637	15442	14908	14335	5505	14569	14647	14617	15787	17239	14845	4783	15114	14698	15122	14648	15603	16143	16162	15718	15618	4796	14366	14482	15272	15298	16381	15889	15008	15201	15219	15037	14681	15512	14947	15080	15137	14560	0	15068	15564	14385	16838	14287	15143	14119	15153	14968	16270	15080	14805	14341	6648	14969	15584	14924	15336	14001	15891	15549	14902	15614	16157	16162	15909	16255	16180	16250	16271	16186	16133	16124	16286	16135	16224	16177	16131	16282	16130	16481	16161	15885	14916	14495	15179	15910	14584	14852	14818	15370	15521	16105	14943	14883	14484	14907	13882	15172	16146	15419	14232	14293	15656	14809	14806	14784	14754	14661	15603	14364	14874	15899	15171	4801	14806	14772	20230	16967	15319	16238	15291	16407	16080	17235	16916	14706	16140	15651	15532	15642	18133	16986	16318	19821	16238	14761	4801	15559	15138
CP038253	14621	13596	14913	13875	15250	15691	14896	14994	14413	15663	14646	14906	15264	3881	14664	14555	15291	15110	14850	18417	14802	15076	14993	16989	14956	15438	14882	15481	15816	15847	16495	15890	16308	15487	14852	15563	17190	15583	15630	15160	14728	16800	14863	16818	14749	19965	15657	15088	13849	15140	16103	14972	14940	14277	15340	15159	16055	17571	15355	13957	16370	14172	15924	15277	14951	16045	14855	14937	16018	15020	14850	14488	1311	14022	15637	14907	15018	14993	14508	17206	15096	15754	14993	14924	15145	15254	15216	15935	15951	15068	14301	15706	14081	13205	15492	15534	15594	15478	2073	14789	14779	14351	15469	15084	14588	14853	14901	15166	15068	0	15428	14795	16332	14527	14957	13916	14702	14811	15657	14527	14813	15013	16507	14456	14954	15169	14787	13707	14270	14978	15017	14997	15289	15269	14939	15376	15279	15451	15451	15299	15256	15270	15491	15279	15349	15301	15257	15462	15256	15269	15288	14940	15126	15113	14836	15077	14939	15176	15160	15060	15095	15403	15561	14869	14160	14814	14652	14896	15822	14832	13998	14973	14806	14805	15108	15046	15130	14292	15178	14091	15117	15062	14869	15769	15106	15058	19347	16110	15318	15524	15026	15274	14211	17180	16379	15007	16105	14281	15165	15308	17983	16716	15285	7808	15524	15018	15775	15156	15030
CPLB01000001	15004	15021	14264	14426	15060	15549	14788	14850	14898	15476	15133	7059	15842	15274	13995	15262	7182	14914	14861	19188	15193	15812	15907	18200	15755	16310	15369	15889	15673	17248	16320	17275	16268	15501	14881	14892	17993	15625	15668	15137	15326	16656	15711	16688	15302	20163	15915	15701	14275	14688	15458	14838	15175	14732	15159	15064	15433	17227	14917	14413	16410	14734	16100	15253	14831	16105	14026	14086	15365	14895	14706	15744	15374	14413	15666	14808	14856	14846	16121	16728	15016	15730	14284	14895	15031	15253	14689	15575	15607	16275	15672	15623	14489	14434	15049	15038	15916	15727	15307	15073	15078	14664	15490	16251	15821	14081	13973	15043	15564	15428	0	14207	16624	14818	7062	14502	15251	14616	15732	15094	15647	15242	17047	7531	14718	6098	16114	14228	15174	14389	14935	15430	16087	16106	15889	16132	16100	16238	16256	16096	16063	16066	16250	16056	16051	16123	16058	16273	16091	16081	16123	15938	14603	14968	14529	15245	14139	15524	15534	14676	14741	15898	15415	15123	14717	14639	15367	15111	15188	7690	14337	15158	14761	15064	14259	14717	15521	14863	14785	14595	14770	15050	14541	15743	14976	14975	19110	17568	14894	16412	15431	15961	15005	16719	16368	14109	16192	15831	14661	16472	17509	17346	15400	20069	16412	14969	15743	14667	14342
CPNC01000001	6248	13513	859	13536	14438	15320	14017	14467	5339	15262	6254	13985	15701	14396	12567	14604	13239	13932	14322	18913	14518	14931	15279	16977	14923	15279	14506	15182	14716	16319	15829	16349	15234	15056	14361	14716	17736	14635	14918	14404	14596	16137	14232	16183	14256	19904	14846	14950	13377	14265	15148	13899	13758	13971	14502	13907	15098	16752	13555	13656	16007	13947	15106	14277	13881	15181	14135	14237	15070	13920	13706	14322	14869	13651	14044	13935	13977	13942	14171	16053	11835	14562	13940	13882	14019	14119	14265	15210	15205	14986	14740	14518	13800	13919	13622	13623	14899	14644	14921	13575	13568	13332	14397	14818	14246	13091	13026	13916	14385	14795	14207	0	15627	5189	14026	13472	14000	14045	14941	13400	12990	7055	15981	14497	15193	13518	14620	13340	14709	14817	14151	14515	14694	14730	14492	14677	14708	14794	14825	14707	14689	14683	14817	14667	14821	14733	14701	14832	14709	15144	14741	14540	13629	13888	14112	14885	14014	14077	14047	14242	14243	14741	14285	14411	13957	13379	13831	13329	15090	14102	13609	13695	13536	14378	14172	13403	14048	14019	14382	13822	13454	13820	14117	14573	11842	11817	18528	16267	14239	15305	14863	14870	15065	16026	15928	14186	15419	14846	14234	14887	16912	16174	14594	19210	15305	11813	14573	14223	13962
CPNH01000001	15835	15271	15775	15866	15772	15869	16106	15439	15675	15819	15681	16441	17371	16304	15536	16393	16171	16183	15281	19895	16817	17040	16587	18199	16966	17260	16893	16163	15459	17450	9277	17451	8718	15908	15295	15160	18635	15272	15632	15669	15537	9522	16380	9544	15446	21139	7351	16747	15876	16299	16380	16392	16023	15796	16259	15523	16338	17549	16035	16044	16596	15818	10744	15067	16454	15769	15970	16061	16299	16484	15825	16391	16368	16115	16832	15556	15616	15581	16698	16497	15701	17094	15461	15803	15866	15703	16344	16244	16272	16840	16286	17053	16011	16031	16201	16198	6736	6778	16413	15315	15304	15899	16409	16505	16410	15691	15583	15562	16838	16332	16624	15627	0	15657	16497	16127	16180	15855	17049	15386	16254	15830	17824	16072	16267	16287	16620	15893	16343	15834	15375	16675	17006	17021	16993	16936	17010	17165	17170	17022	17010	16963	17162	16980	17031	17047	16982	17178	16969	16951	17019	16996	16211	15497	15842	16299	15939	16783	16756	15898	16270	6846	15890	16461	15811	15529	16251	15364	16331	16509	15919	15992	15780	16416	16116	16057	16728	16107	15215	16100	16102	16029	15879	17111	15714	15687	14349	17674	16124	17413	16964	17100	16458	16490	16580	16076	16192	16328	16308	17210	17422	17563	16708	20712	17413	15654	17112	16313	15485
CPNZ01000001	2344	13411	4962	13417	14646	15271	14265	14423	1302	15180	3015	15007	15738	14303	13291	14877	14581	13932	14402	19053	14178	15166	15417	16965	15135	15140	14230	15073	15130	16103	15711	16134	15487	15287	14420	14875	18064	14374	14640	14037	14563	16056	14065	16107	14243	19904	14974	14936	13327	14893	15233	13792	13505	13759	14639	13967	15182	16722	14211	13694	15867	13885	15089	14517	13857	15532	14162	14269	15138	13865	14133	14412	14525	13725	13647	13865	13887	13862	14383	16057	12244	14725	14091	13849	14002	14035	14923	15324	15347	15073	14710	14674	13755	13854	14293	14304	14897	14584	14665	13646	13633	13491	14440	14537	14289	13487	13512	13967	14287	14527	14818	5189	15657	0	15009	13335	14382	14050	15098	13368	13009	3416	16092	15008	15414	14534	14666	12957	14715	15007	14107	15016	15484	15497	15208	15422	15498	15548	15557	15478	15478	15459	15564	15454	15614	15508	15473	15572	15484	15893	15499	15251	13546	13923	13968	14942	14055	14177	14165	14093	14859	14739	14334	14309	13964	14121	13865	13444	15230	15090	13570	13543	14104	14238	14232	13742	14152	13997	14397	13787	13793	14378	13981	14738	12254	12225	18494	15904	14325	15170	14785	15551	15205	16009	15824	14243	15522	14780	14886	14930	16945	16435	14942	18813	15170	12226	14738	14888	14117
CPOL01000001	15137	14562	13796	14420	14756	14908	14792	13885	14873	14826	15173	290	15714	14989	13948	15198	6655	14330	14779	18990	15017	15071	15558	17789	14978	16124	15164	15753	14965	16684	16171	16702	16143	15016	14794	14773	17746	15424	15417	14514	15244	16488	15640	16522	15114	20180	15924	15329	13978	14092	15071	14988	15237	14685	14507	14580	15043	16814	14432	14185	15966	14342	15519	14393	14940	15878	13628	13696	14982	14974	14509	15432	14948	14217	15676	14552	14590	14567	15188	16403	15038	15785	13591	14959	15135	14777	14118	14958	14990	15722	15538	15718	14127	14205	14565	14564	15788	15668	14877	14676	14661	14115	14861	15787	15822	13759	13799	14585	15143	14957	7062	14026	16497	15009	0	14421	14575	14763	15752	14699	15570	15301	16484	4514	14285	5464	15923	14080	15054	14118	14797	15316	15345	15377	15018	15273	15364	15461	15473	15365	15327	15333	15470	15325	15372	15390	15313	15493	15350	15343	15366	15065	14979	14584	14592	14350	13646	15348	15357	14738	14143	15801	15016	15100	14350	14590	14846	14743	14177	1319	14106	15335	14508	15047	13781	14281	15364	14472	14844	14244	14372	14765	14589	15800	15036	15010	19126	17217	14351	16220	15498	15255	14702	16392	15945	13694	15894	15603	14046	16425	17245	17016	14838	19439	16220	14999	15800	14055	13625
CPPA01000001	13489	13943	13638	1401	14980	15784	14347	14661	13344	15640	13559	14368	15121	14028	14074	14357	14569	14580	14548	18451	11053	15214	14889	17174	15182	7981	10927	15161	15569	16363	16337	16373	15793	15202	14588	15208	17330	14959	15025	14650	15048	16689	14537	16736	14903	19537	15584	10388	9330	15257	15793	14166	14006	9097	14949	14577	15768	16375	14836	9567	14608	9434	15884	15481	14097	16043	14506	14573	15702	14122	14618	14572	14225	9635	14410	14374	14426	14396	14677	16282	14014	14843	14048	14001	14433	14752	15275	15991	16007	15218	14955	14795	9100	9680	14941	14911	15315	15077	14189	13996	13972	14438	15150	14795	14876	13989	14006	14560	14119	13916	14502	13472	16127	13335	14421	0	14286	14454	8683	13661	13009	13786	15797	14154	15202	14221	14981	4562	13294	14615	14796	14725	14567	14559	14403	14700	14555	14707	14727	14590	14554	14553	14737	14546	14723	14591	14532	14739	14581	14523	14581	14436	14476	14574	13913	14359	14363	13867	13874	14094	15242	15172	14929	14425	9597	14597	12416	14200	16003	14160	8801	13962	14586	14431	14480	14766	13851	9370	14621	9246	14816	14790	13943	14860	14054	13988	19601	15371	14774	7911	6756	14450	14696	16263	14536	14507	15951	14938	15240	15567	16996	16381	14750	18057	7911	13984	14860	15212	14069
CPPE01000001	14340	14386	14077	14164	14792	15653	14585	14468	14147	15552	14275	14553	15148	14576	14680	15159	14978	15162	14490	18535	14543	15348	15192	17025	15345	15821	14558	16059	15340	15914	16491	15945	15727	15802	14539	15344	17973	15440	15347	14467	14742	16895	15132	16945	14797	19843	15441	14697	13786	15486	15481	14830	14705	13812	15055	13946	15439	17356	15288	13904	16608	13820	15972	15279	14810	16048	14463	14518	15372	14922	15004	14734	14963	13910	15798	14018	14057	14052	14592	16855	14123	15565	14387	13793	14248	14109	15498	15559	15567	15340	15598	15473	13725	13823	15431	15416	15650	15546	15069	14385	14384	14638	15966	15102	15123	14557	14656	13932	15153	14702	15251	14000	16180	14382	14575	14286	0	14853	15730	14384	14748	14706	16850	14638	15632	14897	15238	13520	14787	15008	14822	15508	15705	15719	15425	15698	15727	15780	15795	15716	15678	15692	15809	15681	15754	15741	15719	15828	15724	15876	15704	15464	13959	13919	14400	14926	14426	14591	14568	14479	15475	15639	14313	14799	13991	15147	14454	14685	15594	14610	13447	14626	14762	14757	14573	14572	14570	13782	14615	13801	14617	14958	14391	15583	14134	14102	19312	16484	14942	15910	15615	15689	14825	16858	16553	14547	15845	15553	15458	15812	17804	16018	15489	19352	15910	14099	15583	15460	14401
CPPK01000001	14368	8314	14232	14361	14569	14947	13791	11349	14052	14879	14152	14731	15313	14605	13745	14063	14392	14953	14188	18214	15240	15132	15053	16776	14905	15769	15045	14775	14434	16136	15560	16154	15603	14411	14228	14779	17255	14589	14832	14138	13460	15900	14855	15937	13695	19181	14695	14631	13805	13969	13931	14833	14482	14157	15197	14607	13906	16639	14098	13919	15809	13700	15055	14057	14769	15429	14079	14085	13864	14812	14634	14714	14753	13990	15013	14675	14709	14679	14737	16078	14284	15407	13848	14457	14555	14634	13980	15015	15031	15166	14744	15359	13776	13883	14233	14227	14700	14542	14745	8337	8326	13480	13927	14578	14695	14169	14185	14620	14968	14811	14616	14045	15855	14050	14763	14454	14853	0	15852	8980	14865	14703	16517	14213	14502	14355	14948	14162	14024	13487	4063	14638	15439	15479	15394	15532	15451	15551	15569	15457	15420	15441	15570	15426	15460	15483	15459	15572	15417	15405	15451	15414	14447	14574	14356	13644	14122	15000	14968	14440	13937	14601	14945	14705	13617	14504	14155	8796	14999	14657	13872	14352	14736	14664	14258	14096	14960	14223	13708	13857	14148	14971	14357	15424	14344	14288	18619	16279	15088	15793	15022	15738	14813	16056	15752	14141	15581	14828	13946	15242	16892	15840	15084	19283	15793	14247	15425	13935	13860
CPPS01000001	15231	15481	15028	9065	16204	16954	15866	15698	15117	16872	15278	15711	16574	15687	15591	15839	15620	15951	15566	19757	13494	16474	16983	17871	16264	6486	13524	16701	16703	17166	17339	17196	17242	17191	15603	16339	18603	16524	16596	16442	16539	17619	16144	17665	16270	20858	16775	12958	11721	16709	16704	15908	15228	11817	16174	16060	16659	16880	15975	11936	15102	12053	16620	16519	15837	16917	16128	16216	16584	15886	15879	15795	15601	11975	16336	16046	16108	16066	15720	17190	15241	16778	15836	15792	16039	16272	16719	17043	17055	17080	16494	16746	11890	12196	16057	16060	16715	16441	15547	15394	15372	15695	16375	15822	15685	15777	15713	16069	16270	15657	15732	14941	17049	15098	15752	8683	15730	15852	0	15205	15202	15462	17380	15723	16868	15253	16027	8528	14998	16393	16031	16158	15938	15937	15617	16081	15940	15987	16008	15970	15931	15926	16022	15919	16100	15968	15912	16021	15960	16417	15965	15638	15580	16107	15918	15992	16019	15896	15891	16087	16651	16527	16497	16073	11932	15968	14190	15417	17076	15864	11637	15307	15688	16072	16145	15922	15873	12162	16472	12025	16010	15953	15933	16792	15276	15219	20114	15574	16091	6346	11521	16080	15876	17177	15042	16225	16382	16466	16659	16352	17917	18124	15859	18658	6346	15220	16792	16645	15863
CPPY01000001	13596	3159	13497	13671	14251	15078	14105	12605	13252	15002	13625	14675	15632	14207	13576	14241	14312	14385	13964	18088	14556	14740	14766	16842	14587	14820	14529	14964	14318	16030	15568	16085	15169	14376	14023	14817	17356	14055	14272	14111	13653	15865	14599	15926	13462	19391	14303	14365	13366	14591	14769	14558	13701	13871	14793	14065	14753	16355	13564	13634	15573	13442	14749	13660	14664	15379	14244	14308	14704	14688	14187	14717	14490	13690	14897	14248	14255	14217	14188	16082	13650	15167	13661	13760	13909	14194	14614	15188	15211	15009	14571	15113	13643	13816	13664	13651	14299	14051	14449	3613	3592	13563	14160	14026	14434	13633	13707	14069	15080	14527	15094	13400	15386	13368	14699	13661	14384	8980	15205	0	14098	13664	16368	14563	14222	14716	14868	13535	13835	13885	8295	14992	15093	15125	14972	15104	15110	15209	15211	15110	15080	15083	15224	15072	15128	15139	15097	15250	15099	15072	15116	15014	14636	13993	14133	13551	14264	14372	14362	14256	14563	14219	14447	14146	13413	14121	13512	4066	15072	14551	13608	13866	14198	14084	14412	14103	14361	13956	13750	13703	14148	14464	14147	15182	13686	13636	18515	15603	14622	14867	14343	15378	14647	16046	15502	14309	15228	14564	14571	15102	16935	15758	15054	18746	14867	13611	15182	14586	13679
CPRA01000001	13189	13942	13131	13263	15107	15595	14496	15365	12986	15470	13426	15513	15980	14664	13844	15135	15222	14968	14368	19484	15397	15419	15029	16937	15265	16066	15432	15544	15418	16445	15635	16487	15868	14758	14403	15293	17716	15166	15238	14303	15141	16024	14790	16071	14899	19951	15216	15180	13842	15629	16208	14509	14039	14005	15246	14132	16163	17269	14478	14000	16488	14149	15733	15214	14539	15767	14790	14861	16136	14553	14710	14720	14805	14016	14947	14087	14143	14118	15171	16828	12966	15032	14844	14001	13868	14111	15638	15222	15241	15163	14694	14984	13792	13981	14574	14595	15411	15311	14754	14042	14034	14423	15327	14502	14703	14074	14106	14143	14805	14813	15647	12990	16254	13009	15570	13009	14748	14865	15202	14098	0	13517	16275	14995	15632	15193	14870	14199	14620	15248	14847	15047	15548	15564	15605	15531	15554	15685	15684	15570	15526	15512	15693	15515	15738	15578	15516	15694	15531	15508	15563	15603	14620	14040	14244	15239	14773	14355	14310	14401	15567	15321	14500	14251	14106	14446	14456	13896	15425	15441	13933	13949	14716	14206	14897	14815	14291	14177	14598	13813	14870	14916	14256	15048	13003	12940	19061	16115	15201	16040	14741	15721	15364	16806	16437	14854	15320	14826	15583	15454	17691	16460	15469	19525	16040	12926	15048	15588	14853
CPRF01000001	1673	13666	6902	13846	15119	15628	14632	14750	3628	15505	2770	15291	15994	14802	13567	15414	14776	14312	14410	19380	14488	15112	15753	17284	15079	15469	14557	15422	15519	16404	15908	16439	15696	15578	14454	15210	18315	14801	14896	14156	14562	16238	14315	16292	14298	20369	15060	15339	13814	15303	15793	14373	13634	14244	14887	14367	15716	17206	14417	14202	16234	14299	15316	14832	14384	15647	14365	14467	15670	14432	14438	14672	15017	14226	13858	14313	14344	14312	14530	16479	12962	14993	14346	14209	14365	14406	15325	15672	15694	15363	15091	14934	14216	14345	14545	14553	15227	14833	15233	13938	13917	13841	14938	14876	14670	13882	13903	14358	14341	15013	15242	7055	15830	3416	15301	13786	14706	14703	15462	13664	13517	0	16079	15384	15448	14868	14983	13409	15163	15371	14447	15415	15701	15721	15366	15669	15718	15773	15765	15729	15684	15684	15778	15669	15835	15728	15677	15805	15706	16112	15711	15393	13902	14302	14393	15039	14252	14748	14731	14549	15276	14991	14760	14799	14372	14252	14259	14009	15577	15349	14091	13691	14340	14719	14457	14251	14719	14513	14646	14289	14289	14613	14410	15007	12961	12924	18699	16210	14649	15479	15057	15903	15533	16441	16179	14451	15663	15183	15284	15301	17367	16489	15494	19264	15479	12926	15007	15297	14370
CPRJ01000001	15987	16239	16155	15780	17008	17385	17082	16551	16082	17323	16015	16424	17797	16036	16395	17141	16674	16376	16569	20624	16362	17058	17483	18896	17112	17838	16392	17555	17828	18094	18115	18146	18370	17673	16582	17094	19186	16799	16900	16573	17112	18392	16655	18433	16781	21580	17075	16841	16059	16859	17359	16598	15589	15775	16890	16105	17303	18744	16801	16206	18089	15902	17820	17718	16533	17164	16813	16902	17298	16637	16878	16361	16623	16242	10356	16235	16281	16275	16335	18385	16276	9765	16541	16354	16843	16265	16958	17506	17522	17320	17548	9775	15905	16032	16945	16978	17892	17605	16552	16314	16323	16215	16397	16951	16173	16850	16921	16132	6648	16507	17047	15981	17824	16092	16484	15797	16850	16517	17380	16368	16275	16079	0	16360	17155	16692	16750	15573	17231	16884	16636	17056	17330	17359	17128	17419	17365	17449	17470	17368	17324	17311	17468	17331	17401	17358	17297	17486	17329	17732	17332	17121	16318	16081	17115	17293	16806	15925	15920	17205	16885	17629	16523	16861	16196	16676	15445	16635	17555	16849	15954	15652	16916	16793	17019	16228	15878	16346	17346	15957	16306	17178	17118	9783	16223	16204	21892	18071	16778	17837	17076	17618	17617	18369	18053	16870	17368	17493	16885	16857	19087	18614	17523	20733	17837	16191	9783	16911	16568
